Symbol	Description
NMG	Noricum Gold Limited
NMIX	FTSE Actuaries 350 [Exit]
NMIXNUK	FTSE 350 Ex Investment T
NMX	FTSE Actuaries 350
NMX0530	FTSE 350 Oil & Gas Produ
NMX0570	FTSE 350 Oil Equipment &
NMX1350	FTSE 350 Chemicals
NMX1730	FTSE 350 Forestry & Pape
NMX1750	FTSE 350 Industrial Meta
NMX1770	FTSE 350 Mining
NMX2350	FTSE 350 Construction &
NMX2710	FTSE 350 Aerospace & Def
NMX2720	FTSE 350 General Industr
NMX2730	FTSE 350 Electronic & El
NMX2750	FTSE 350 Industrial Engi
NMX2770	FTSE 350 Industrial Tran
NMX2790	FTSE 350 Support Service
NMX3350	FTSE 350 Automobiles & P
NMX3530	FTSE 350 Beverages
NMX3570	FTSE 350 Food Producers
NMX3720	FTSE 350 Household Goods
NMX3760	FTSE 350 Personal Goods
NMX3780	FTSE 350 Tobacco
NMX4530	FTSE 350 Health Care Equ
NMX4570	FTSE 350 Pharmaceuticals
NMX5330	FTSE 350 Food & Drug Ret
NMX5370	FTSE 350 General Retaile
NMX5550	FTSE 350 Media
NMX5750	FTSE 350 Travel & Leisur
NMX6530	FTSE 350 Fixed Line Tele
NMX6570	FTSE 350 Mobile Telecomm
NMX7530	FTSE 350 Electricity
NMX7570	FTSE 350 Gas Water & Mul
NMX8350	FTSE 350 Banks
NMX8530	FTSE 350 Nonlife Insuran
NMX8570	FTSE 350 Life Insurance
NMX8630	FTSE 350 Real Estate & I
NMX8670	FTSE 350 Real Estate Inv
NMX8770	FTSE 350 General Financi
NMX8980	FTSE 350 Equity Investme
NMX9530	FTSE 350 Software & Comp
NMX9570	FTSE 350 Technology Hard
NOG	Nostrum Oil & Gas Plc
NOGB	ETFS Foreign Exchange Limited
NOKP	ETFS Foreign Exchange Limited
NOP	Northern Petroleum Plc
NORA	Multi Units France
NORD	Nord Gold N.V.
NORWAY30	FTSE Norway 30 Index
NORX	Multi Units France
NOTP	Nottingham Building Society
NOVA	Nova Resources Limited
NPT	Netplay TV Plc
NRGG	Multi Units Luxembourg
NRGU	Lyxor International Asse
NRGW	Multi Units Luxembourg
NRGY	Barclays Bank Plc
NRI	Northern Investors Company Plc
NRR	Newriver Retail Limited
NRRP	North River Resources Plc
NSA	Nimrod Sea Assets Limite
NSCI	Netscientific Plc
NSF	Non-Standard Finance Plc
NSH	Norish Plc
NSHREACN	FTSE China N Share All C
NSI	New Star Investment Trust Plc
NSIX	FTSE Actuaries Fledgling [Exit]
NSWX	FTSE Sweden 30 Index
NSX	FTSE Actuaries Fledgling
NTA	Northacre Plc
NTBC	Noida Toll Bridge Company Limited
NTBR	Northern Bear Plc
NTEA	Northern Electric Plc
NTG	Northgate Plc
NTLG	New Trend Lifestyle Group Plc
NTN	Northern 3 Vct Plc
NTOG	Nostra Terra Oil and Gas Company Plc
NTQ	Enteq Upstream Plc
NTV	Northern 2 Vct Plc
NUM	Numis Corporation Plc
NUOG	Nu-Oil and Gas Plc
NVA	Novae Group Plc
NVT	Northern Venture Trust Plc
NVTK	Oao Novatek
NWBD	National Westminster Bank Plc
NWF	Nwf Group Plc
NWIG	Northwest Investment Group Limited
NWR	New World Resources Plc
NWT	Newmark Security Plc
NXKE	Nomura Next Funds Irelan
NXKU	Nomura Next Funds Irelan
NXR	Norcros Plc
NXT	Next Plc
NYO	Nyota Minerals Ld
NZDP	ETFS Foreign Exchange Limited
NZGB	ETFS Foreign Exchange Limited
O003	Ishares Plc
O006	Ishares Plc
O007	Ishares Plc
O008	Ishares Plc
O010	Ishares Plc
O011	Ishares Plc
O012	Ishares Plc
O019	Ishares Plc
O025	Ishares Plc
O026	Ishares Plc
O028	Ishares Plc
O033	Ishares Plc
O034	Ishares Plc
O041	Ishares Plc
O056	Ishares Plc
O057	Ishares Plc
O061	Ishares Plc
O073	Ishares Plc
O075	Ishares Plc
O080	ISHARES IBOXX EURO LIQUID CORP(DT ZERT)
O085	Ishares Plc
O092	Ishares Plc
O102	Ishares Plc
O109	Ishares Plc
O115	ISHARES CT ISHARES MSCI TURKEY
O119	Ishares Plc
O120	Ishares Plc
O124	Ishares Plc
O126	BLACKROCK ASSET MNGT DEUTSCHELAND ISHARES SMI (DE)
OAP3	Octopus Apollo Vct Plc
OBT	Obtala Resources Limited
OCDO	Ocado Group Plc
OCL	Oakley Capital Investments Limited
OCN	Ocean Wilsons [Holdings] Ld
OCT	Octagonal Plc
OCV4	Octopus Vct 4 Plc
ODX	Omega Diagnostics Group Plc
OEC1	Octopus Eclipse Vct Plc
OEX	Oilex Ld
OGDC	Oil and Gas Development
OGN	Origin Enterprises Plc
OGZD	Oao Gazprom
OIG	Oryx International Growth Fund Ltd
OILB	ETFS Oil Securities Ld
OILD	UBS Ag
OILE	UBS Ag
OILL	UBS Ag
OILW	ETFS Oil Securities Ld
OKEY	O'Key Group S.A.
OLBP	ETFS Oil Securities Ld
OLWP	ETFS Oil Securities Ld
OMG	Omg Plc
OMI	Orosur Mining Inc
OMIP	One Media Ip Group Plc
OML	Old Mutual Plc
ONL	On-Line Plc
ONZ	Onzima Ventures
OOA	Octopus Aim Vct Plc
OPAY	Optimal Payments Plc
OPG	Opg Power Ventures Plc
OPHR	Ophir Energy Plc
OPM	1Pm Plc
OPP	Origo Partners Plc
OPPP	Origo Partners Plc
OPTG	Multi Units Luxembourg
OPTI	Optibiotix Health Plc
OPTM	Multi Units Luxembourg
ORCH	Orchard Funding Group Pl
ORCP	Oracle Coalfields Plc
ORE	Orogen Gold Plc
ORM	Ormonde Mining Plc
OSB	Onesavings Bank Plc
OSB1	ETFS Oil Securities Limi
OSB2	ETFS Oil Securities Limi
OSB3	ETFS Oil Securities Limi
OSEC	Octopus Second Aim Vct Plc
OSG	Opsec Security Group Plc
OSU	Orsu Metals Corporation
OSW1	ETFS Oil Securities Limi
OSW2	ETFS Oil Securities Limi
OSW3	ETFS Oil Securities Limi
OTB	On The Beach Group Plc
OTC	Ortac Resources Limited
OTM	Ottoman Fund Limited [The]
OTMT	Orascom Telecom Media An
OTPD	Otp Bank Plc
OTT	Oxford Technology 3 Venture Capital Trus
OTV2	Octopus Titan Vct Plc
OUT	Outsourcery Plc
OVC2	Octopus Vct 2 Plc
OVG	Ovoca Gold Plc
OXB	Oxford Biomedica Plc
OXF	Oxford Technology 4 Venture Capital Trus
OXH	Oxford Technology 2 Venture Capital Trus
OXIG	Oxford Instruments Plc
OXP	Oxford Pharmascience Group Plc
OXS	Oxus Gold Plc
OXT	Oxford Technology Venture Capital Trust
P2P	P2P Global Investments P
P2P2	P2P Global Investments P
PA	Partnership Assurance Group
PAA	Parallel Media Group Plc
PAC	Pacific Assets Trust Plc
PACL	Pacific Alliance China Land Limited
PADV	SSGA SPDR ETFS Europe I
PAF	Pan African Resources Plc
PAG	Paragon Group of Companies Plc
PAG1	Paragon Group of Compani
PAG2	Paragon Group of Compani
PAG3	Paragon Group of Compani
PAGR	ETFS Hedged Commodity Securities Limited
PAL	Equatorial Palm Oil Plc
PALL	ETFS Hedged Commodity Securities Limited
PANR	Pantheon Resources Plc
PAP	Paddy Power Plc
PAY	Paypoint Plc
PAYS	Paysafe Group Plc
PBRT	ETFS Hedged Commodity Securities Limited
PBS	Principality Building Society
PBUL	ETFS Hedged Commodity Securities Limited
PCA	Palace Capital Plc
PCF	Private & Commercial Finance Group Plc
PCFS	Polar Capital Global Fin
PCFT	Polar Capital Global Fin
PCGE	Pcg Entertainment Plc
PCGH	Polar Cap Glbl Health Gwth&Inc Tst Plc
PCI	Petroceltic International Plc
PCOP	ETFS Hedged Commodity Securities Limited
PCRD	ETFS Hedged Commodity Securities Limited
PCT	Polar Capital Technology Trust Plc
PCTN	Picton Property Income Ld
PCTZ	Picton Zdp Limited
PDG	Pendragon Plc
PDL	Petra Diamonds Limited
PDZ	Prairie Mining Limited
PEBI	Port Erin Biopharma Investments Limited
PEG	Petards Group Plc
PEL	Paragon Entertainment Limited
PEMB	Pembroke Vct Plc
PEMV	Pembroke Vct Plc
PEN	Pennant International Group Plc
PENR	ETFS Hedged Commodity Securities Limited
PEQ	Private Equity Investor Plc
PERI	Source Markets Public Li
PET	Petrel Resources Plc
PETS	Pets At Home Group Plc
PEW	Premier Energy & Water Trust Plc
PEWZ	Premier Energy & Water Trust Plc
PEY	Princess Private Equity Holding Limited
PF16	Provident Financial Plc
PF17	Provident Financial Plc
PF21	Provident Financial Plc
PFAG	ETFS Hedged Commodity Securities Limited
PFAND01	FTSE Pfandbrief Total Pr
PFAND03	FTSE Pfandbrief Price In
PFAND05	FTSE Pfandbrief Price In
PFAND07	FTSE Pfandbrief Price In
PFAND10	FTSE Pfandbrief Price In
PFAND30	FTSE Pfandbrief Price In
PFC	Petrofac Limited
PFCM	ETFS Hedged Commodity Securities Limited
PFD	Premier Foods Plc
PFEN	ETFS Hedged Commodity Securities Limited
PFG	Provident Financial Plc
PFG7	Provident Financial Plc
PFL	Premier Farnell Plc
PFLA	Premier Farnell Plc
PFLB	Premier Farnell Plc
PFP	Pathfinder Minerals Plc
PFP1	Places For People Capita
PFP5	Places For People Capita
PFZ	Pfizer Incorporated
PGD	Patagonia Gold Plc
PGH	Personal Group Holdings Plc
PGIL	Polyus Gold International Limited
PGL	Peninsular Gold Limited
PGOO	Proven Growth & Income Vct Plc
PGY	Progility Plc
PHAG	ETFS Metal Securities Ld
PHAU	ETFS Metal Securities Limited
PHC	Plant Health Care Plc
PHD	Proactis Holdings Plc
PHE	Powerhouse Energy Group Plc
PHGP	ETFS Metal Securities Ld
PHI	Pacific Horizon Investment Trust Plc
PHNX	Phoenix Group Holdings
PHO	Peel Hotels Plc
PHOR	Ojsc Phosagro
PHP	Primary Health Properties Plc
PHP1	Primary Health Propertie
PHPD	ETFS Metal Securities Ld
PHPM	ETFS Metal Securities Ld
PHPP	ETFS Metal Securities Ld
PHPT	ETFS Metal Securities Ld
PHRM	Phorm Inc
PHSC	Phsc Plc
PHSP	ETFS Metal Securities Ld
PHST	Ojsc Pharmstandard
PHTM	Photo-Me International Plc
PHU	Pactolus Hungarian Property Plc
PIC	Pace Plc
PIDD	Posco
PIK	Pik Group
PIL	Produce Investments Plc
PIM	Plant Impact Plc
PIMT	ETFS Hedged Commodity Securities Limited
PIN	Pantheon International Participations Pl
PINN	Pinnacle Technology Group Plc
PINR	Pantheon International Participations Pl
PIP	Pipehawk Plc
PIRI	Pires Investments Plc
PJF	Prospect Japan Fund Ld
PKG	Park Group Plc
PLA	Plastics Capital Plc
PLAZ	Plaza Centers N.V.
PLE	Plethora Solutions Holdings Plc
PLI	Perpetual Income and Growth Investment T
PLMO	Polemos Plc
PLND	Poundland Group Plc
PLP	Polypipe Group Plc
PLTE	UBS Ag
PLTG	UBS Ag
PLTI	UBS Ag
PLTM	ETFS Commodity Securities Limited
PLUS	Plus500 Ltd
PMEA	Pme African Infrastructure Opportunities
PMET	Barclays Bank Plc
PMG	Parkmead Group [The] Plc
PML	Papua Mining Plc
PMO	Premier Oil Plc
PMO1	Premier Oil Plc
PMP	Portmeirion Group Plc
PMR	Panmure Gordon & Co. Plc
PMU9	Sga Societe Generale Acc
PNA	Penna Consulting Plc
PNGA	ETFS Hedged Commodity Securities Limited
PNL	Personal Assets Trust Plc
PNN	Pennon Group Plc
PNS	Panther Securities Plc
POB	Nationwide Building Society
POBA	Nationwide Building Society
POG	Petropavlovsk Plc
POL	Polo Resources Limited
POLR	Polar Capital Holdings Plc
POLY	Polymetal International Plc
POS	Plexus Holdings Plc
POWR	Powerflute Oyj
PPC	President Petroleum Company Plc
PPE	Proven Planned Exit Vct Plc
PPG	Plutus Powergen Plc
PPH	Pphe Hotel Group Limited
PPIX	Prophotonix Limited
PPMT	ETFS Hedged Commodity Securities Limited
PPS	Proton Power Systems Plc
PREE	UBS Ag
PREG	UBS Ag
PREM	Premier African Minerals
PRES	Pressure Technologies Plc
PRG	Paragon Diamonds Limited
PRM	Proteome Sciences Plc
PRO	Progressive Digital Media Group Plc
PROG	Pro Global Insurance Sol
PROJ	Project Finance Investments Ltd
PROX	Proxama Plc
PRP	Prime People Plc
PRS	Paternoster Resources Plc
PRTC	Puretech Health Plc
PRU	Prudential Plc
PRUS	Powershares Glbal Funds
PRV	Porvair Plc
PSBW	Powershares Glbal Funds Ireland Plc Powershares
PSDL	Phoenix Spree Deutschlan
PSES	Powershares Glbal Funds Ireland Plc
PSGA	Powershares Glbal Funds Ireland Plc
PSHO	Powershares Glbal Funds Ireland Plc
PSL	Photonstar Led Group Plc
PSN	Persimmon Plc
PSON	Pearson Plc
PSPI	Public Service Properties Investments Li
PSRA	Powershares Glbal Funds Ireland Plc
PSRD	Powershares Glbal Funds Ireland Plc
PSRE	Powershares Glbal Funds Ireland Plc
PSRF	Powershares Glbal Funds Ireland Plc
PSRH	Powershares Glbal Funds Ireland Plc
PSRM	Powershares Glbal Funds Ireland Plc
PSRU	Powershares Glbal Funds Ireland Plc
PSRW	Powershares Glbal Funds Ireland Plc
PSSP	Powershares Glbal Funds Ireland Plc
PSVR	ETFS Hedged Commodity Securities Limited
PSWC	Powershares Glbal Funds Ireland Plc
PSWU	Powershares Glbal Funds
PTCM	Porta Communications Plc
PTD	Pittards Plc
PTEC	Playtech Limited
PTF	Phaunos Timber Fund Limited
PTGOV01	FTSE Portugal Government
PTO	Publishing Technology Plc
PTR	Petroneft Resources Plc
PTSG	Premier Technical Servic
PTV	Peertv Plc
PTY	Parity Group Plc
PUB	Punch Taverns Plc
PUMA	Puma Vct Vii Plc
PUMX	Puma Vct 10 Plc
PUR	Pure Wafer Plc
PURE	Purecircle Limited
PURI	Puricore Plc
PUS3	ETFS Foreign Exchange Li
PVCS	Pv Crystalox Solar Plc
PVG	Premier Veterinary Group
PVN	Proven Vct Plc
PVR	Providence Resources Plc
PWS	Pinewood Shepperton Plc
PXOG	Prospex Oil and Gas Plc
PXS	Provexis Plc
PYC	Physiomics Plc
PZC	Pz Cussons Plc
QDII1	Ftse/Xinhua Hong Kong In
QDII2	Ftse/Xinhua Hong Kong In
QDIV	Ishares II Plc
QFI	Quadrise Fuels International Plc
QIF	Qatar Investment Fund Plc
QP	Quantum Pharma
QPP	Quindell Portfolio Plc
QQ	qinetiq group ord gbp0
QQQ3	Boost Issuer Public Limi
QQQS	Boost Issuer Public Limi
QRM	Quoram Plc
QRT	Quarto Group Incorporated
QT20	Qed Finance Plc
QTX	Quartix Holdings Plc
QUID	Pimco Fixed Income Source ETFS Plc
QXT	Quixant Plc
R0UK	FTSE E/N Deexukcap
R1CPF	Russell 1000 Comprehensive Factor Index
R1LB	Russell 1000 Low Beta Equal Weight Index
R2SC	SSGA SPDR ETFS Europe II
R2US	SSGA SPDR ETFS Europe II
R4E	Reach4Entertainment Ente
RAME	Rame Energy Plc
RAT	Rathbone Brothers Plc
RB	Reckitt Benckiser
RB51	Royal Bank of Scotland P
RB81	Royal Bank of Scotland P
RB82	Royal Bank of Scotland P
RBD	Reabold Resources Plc
RBG	Revolution Bars Group Pl
RBN	Robinson Plc
RBPI	Royal Bank of Scotland Plc
RBPX	Royal Bank of Scotland Plc
RBS	Royal Bank of Scotland Group Plc
RBSU	Royal Bank of Scotland Plc
RC2	Reconstruction Capital I
RCDO	Ricardo Plc
RCHA	Rothschilds Continuation Finance [C.I.]
RCI	Rapidcloud International
RCN	Redcentric Plc
RCP	Rit Capital Partners Plc
RDI	Redefine International P.L.C.
RDL	Ranger Direct Lending Fu
RDSA	Royal Dutch Shell Plc
RDSB	Royal Dutch Shell Plc
RDT	Rosslyn Data Technologie
RDW	Redrow Plc
RDXS	Source Markets Public Limited Company
RE	R.e.a. Holdings
RE.B	R.E.A. Holdings Plc
REAC	React Energy Plc
REAT	React Group Plc
REC	Record Plc
RECI	Real Estate Credit Investments Pcc Limit
RECP	Real Estate Credit Investments Pcc Limit
RED	Redt Energy Plc
REDD	Redde Plc
REDT	Red24 Plc
REDX	Redx Pharma Plc
REH	Renewable Energy Holdings Plc
REL	Reed Elsevier Plc
REM	Rare Earth Minerals Plc
RENE	Reneuron Group Plc
REQR	Source Markets Public Li
REVO	Revolymer Plc
REX	Rexam Plc
RGD	The Real Good Food Company Plc
RGL	Regional REIT Limited
RGM	Regency Mines Plc
RGP	Ross Group Plc
RGS	Regenersis Plc
RGU	Regus Plc
RHL	Redhall Group Plc
RIC	Richoux Group Plc
RICA	Ruffer Investment Company Ltd
RICI	RBS Market Access
RICM	RBS Market Access
RICO	Ricoh Co Ltd
RIFS	Reliance Infrastructure
RIGD	Reliance Industries Limi
RIIC	Rights & Issues Investment Trust Plc
RIII	Rights & Issues Investment Trust Plc
RIO	Rio Tinto Plc
RIOB	FTSE Russia Iob Index
RIOL	Lyxor International Asse
RIOU	Lyxor International Asse
RIV	River and Mercantile Gro
RKH	Rockhopper Exploration Plc
RKMD	Ojsc Rostelecom
RLD	Richland Resources Ltd
RLE	Real Estate Investors Plc
RLH	Red Leopard Holdings Plc
RM	RM Plc
RM16	Royal Bank of Scotland P
RM2	Rm2 International S.A.
RM38	Royal Bank of Scotland P
RM39	Royal Bank of Scotland P
RMA	Rasmala Plc
RMG	Royal Mail Plc
RMM	Rambler Metals & Mining Plc
RMMC	River and Mercantile UK
RMP	Red Emperor Resources NL
RMV	Rightmove Plc
RNK	Rank Group Plc
RNO	Renold Plc
RNWH	Renew Holdings Plc
RNXGUS	FTSE  Epra/Nareit Global
ROBE	Go Ucits ETF Solutions P
ROBG	Go Ucits ETF Solutions P
ROBO	Go Ucits ETF Solutions P
ROL	Rotala Plc
ROR	Rotork Plc
ROSE	Rose Petroleum Plc
ROSN	Ojsc Oc Rosneft
RPC	RPC Group Plc
RPO	Ruspetro Plc
RPS	Rps Group Plc
RPT	Regal Petroleum Plc
RQFI	DB X-Trackers
RQIH	Randall & Quilter Investment Holdings Pl
RR	Rolls Royce Group
RRL	Range Resources Limited
RRR	Red Rock Resources Plc
RRS	Randgold Resources Ld
RS14	Royal Bank of Scotland P
RS72	Royal Bank of Scotland P
RS78	Royal Bank of Scotland P
RS82	Royal Bank of Scotland P
RS98	Royal Bank of Scotland P
RSA	Rsa Insurance Group Plc
RSAB	Rsa Insurance Group Plc
RSB	Rensburg Aim Vct Plc
RSE	Riverstone Energy Limite
RSGL	Lyxor International Asse
RSS	Rab Special Situations Company Limited
RST	Restore Plc
RSTI	Joint Stock Company Ross
RSTR	Rightster Group Plc
RSVL	Lyxor International Asse
RSW	Renishaw Plc
RT26	Royal Bank of Scotland P
RT40	Royal Bank of Scotland P
RT62	Royal Bank of Scotland P
RT82	Royal Bank of Scotland P
RTC	Rtc Group Plc
RTI	Rolta India Limited
RTN	Restaurant Group Plc
RTO	Rentokil Initial Plc
RTT	Rcm Technology Trust Plc
RTWO	Etfx Fund Company Plc
RTWP	Etfx Fund Company Plc
RTYS	Source Markets Public Limited Company
RU13	Royal Bank of Scotland P
RUR	Rurelec Plc
RUS	Raven Russia Ltd
RUS2	Lyxor International Asse
RUSD	RBS Market Access
RUSG	Lyxor International Asse
RUSL	Lyxor International Asse
RUSP	Raven Russia Ltd
RUSU	Lyxor International Asse
RUSV	Lyxor International Asse
RUSW	Raven Russia Ltd
RWA	Robert Walters Plc
RWS	Rws Holdings Plc
RXB	Rex Bionics Plc
RXP	Roxi Petroleum Plc
RYA	Ryanair Holdings Plc
S100	Source Markets Public Li
S250	Source Markets Public Li
S32	South32 Limited
S400	Source Markets Public Li
S599	Sga Societe Generale Acc
S600	Source Markets Public Li
S6EW	Ossiam Lux
S7XP	Source Markets Public Li
S945	Sga Societe Generale Acc
SAA	M&C Saatchi Plc
SAAA	Ishares Vi Plc (The Comp
SAB	Sabmiller Plc
SAC	Sacoil Holdings Limited
SAD	ETFS Foreign Exchange Limited
SAF	Safeland Plc
SAFE	Safestore Holdings Plc
SAG	Sagentia Group Plc
SAGA	Saga Plc
SAGR	ETFS Commodity Securities Limited
SAL	Spaceandpeople Plc
SALL	ETFS Commodity Securities Limited
SALU	ETFS Commodity Securities Limited
SAN	Santander UK Plc
SANB	Santander UK Plc
SAP3	ETFS Foreign Exchange Li
SAPO	South African Property Opportunities Plc
SAR	Sareum Holdings Plc
SARS	Sarossa Plc
SAT	Satellite Solutions Worl
SAU3	ETFS Foreign Exchange Li
SAUD	Steel Authority of India
SAUP	ETFS Foreign Exchange Limited
SAUS	Ishares III Plc
SAUT	Ishares V Public Limited Company
SAV	Savannah Resources Plc
SAVP	Savannah Petroleum Plc
SB80	Sga Societe Generale Acc
SB87	Sga Societe Generale Acc
SB91	Sga Societe Generale Acc
SBEL	Ishares V Public Limited Company
SBER	Sberbank of Russia
SBID	State Bank of India
SBIO	Source Markets Public Li
SBLM	Sable Mining Africa Ld
SBRT	ETFS Commodity Securities Limited
SBRY	Sainsbury [J] Plc
SBS	Source Bioscience Plc
SBSA	Skipton Building Society
SBSB	Skipton Building Society
SBUL	ETFS Commodity Securities Limited
SBUY	Powershares Glbal Funds
SC19	Sga Societe Generale Acc
SC46	Sga Societe Generale Acc
SC84	Sga Societe Generale Acc
SCAD	ETFS Foreign Exchange Limited
SCAM	Scottish American Investment Co. Plc
SCDN	FTSE Developed Small Cap
SCDNCH	FTSE Small Cap Net Chf I
SCDNEU	FTSE Small Cap Net EUR I
SCDNUK	FTSE Small Cap Net Gbp I
SCDP	ETFS Foreign Exchange Limited
SCE	Surface Transforms Plc
SCF	Schroder Income Growth Fund Plc
SCFE	ETFS Commodity Securities Limited
SCH	Safecharge International
SCHF	ETFS Foreign Exchange Limited
SCHO	Scholium Group Plc
SCHP	ETFS Foreign Exchange Limited
SCIN	Scottish Investment Trust Plc
SCL	Schlumberger Ld
SCLP	Scancell Holdings Plc
SCNY	ETFS Foreign Exchange Limited
SCOC	ETFS Commodity Securities Limited
SCOM	ETFS Foreign Exchange Li
SCOP	ETFS Commodity Securities Limited
SCOR	ETFS Commodity Securities Limited
SCOV	Ishares III Plc
SCP	Schroder UK Mid Cap Fund Plc
SCPA	Scapa Group Plc
SCS	Scs Group Plc
SCT	Softcat Plc
SCTO	ETFS Commodity Securities Limited
SCYP	ETFS Foreign Exchange Limited
SD12	FTSE Dev Small Cap Ex No
SD13	FTSE Dev Europe Small CA
SD21	Sga Societe Generale Acc
SD22	Sga Societe Generale Acc
SD65	Sga Societe Generale Acc
SDEU	Ishares V Public Limited Company
SDHG	Ishares IV Plc
SDHY	Ishares IV Plc
SDI	Scientific Digital Imaging Plc
SDIG	Ishares IV Plc
SDL	Sdl Plc
SDM	Stadium Group Plc
SDP	Schroder Asiapacific Fund Plc
SDR	Schroders Plc
SDRC	Schroders Plc
SDU	Schroder UK Growth Fund Plc
SDV	Small Companies Dividend Trust Plc
SDVZ	Small Companies Zdp Plc
SDY	Speedy Hire Plc
SE15	Ishares III Plc
SE41	Sga Societe Generale Acc
SEA	Seaenergy Plc
SEAG	Ishares III Plc
SEC	Strategic Equity Capital Plc
SEDY	Ishares V Public Limited Company
SEE	Seeing Machines Limited
SEED	Barclays Bank Plc
SEGA	Ishares III Plc
SEKP	ETFS Foreign Exchange Limited
SEMA	Ishares III Plc
SEMB	Ishares II Plc
SEMH	SSGA SPDR ETFS Europe II
SEML	Ishares III Plc
SEMS	Ishares III Plc
SEN	Senterra Energy Plc
SEP	Standard Life European Private Equity TR
SEPL	Seplat Petroleum Develop
SEPU	Sepura Plc
SEQC	Sequoia Economic Infrastructure Income F
SEQI	Sequoia Economic Infrast
SERV	Servelec Group Plc
SESP	Ishares V Public Limited Company
SEU3	ETFS Foreign Exchange Li
SEU5	Sg Issuer
SEUC	SSGA SPDR ETFS Europe I
SEUE	SSGA SPDR ETFS Europe I
SEUP	ETFS Foreign Exchange Limited
SEUR	ETFS Foreign Exchange Limited
SEV	Servision Plc
SEY	Sterling Energy Plc
SF42	Sga Societe Generale Acc
SF51	Sga Societe Generale Acc
SF52	Sga Societe Generale Acc
SF57	Sga Societe Generale Acc
SF60	Sga Societe Generale Acc
SF67	Sga Societe Generale Acc
SF68	Sga Societe Generale Acc
SF69	Sga Societe Generale Acc
SF86	Sga Societe Generale Acc
SF87	Sga Societe Generale Acc
SF88	Sga Societe Generale Acc
SF94	Sga Societe Generale Acc
SF95	Sga Societe Generale Acc
SFE	Safestyle UK Plc
SFI	Sagicor Financial Corporation
SFIN	Ishares V Public Limited Company
SFR	Severfield-Rowen Plc
SFRB	Ishares V Public Limited Company
SG04	Sga Societe Generale Acc
SG05	Sga Societe Generale Acc
SG11	Sg Issuer
SG16	Sg Issuer
SGAS	ETFS Commodity Securities Limited
SGB3	ETFS Foreign Exchange Li
SGB5	Sg Issuer
SGBB	ETFS Foreign Exchange Li
SGBP	ETFS Foreign Exchange Limited
SGBS	ETFS Metal Securities Ld
SGC	Stagecoach Group Plc
SGCC	Ishares III Plc
SGE	Sage Group Plc
SGEA	Ishares III Plc
SGGD	Ojsc Surgutneftegas
SGH1	Sga Societe Generale Acc
SGI	Stanley Gibbons Group Plc
SGIL	Ishares III Plc
SGLD	Source Physical Markets Plc
SGLN	Ishares Physical Metals Plc
SGLO	Ishares III Plc
SGLP	Source Physical Markets Plc
SGM	Sigma Capital Group Plc
SGP	Supergroup Plc
SGQD	Multi Units Luxembourg
SGQE	Multi Units Luxembourg
SGQG	Multi Units Luxembourg
SGQL	Multi Units Luxembourg
SGQP	Multi Units Luxembourg
SGR	Shore Capital Group Limited
SGRA	ETFS Commodity Securities Limited
SGRE	Schroder Global Real Est
SGRO	Segro Plc
SGS100	FTSE SGX Asia Shariah 10
SGVB	Lyxor Index Fund
SGVL	Lyxor Index Fund
SGZ	Scotgold Resources Limited
SHAW	Shawbrook Group Plc
SHB	Shaftesbury Plc
SHEA	ETFS Commodity Securities Limited
SHG	Shanta Gold Limited
SHI	Sig Plc
SHOE	Shoe Zone Plc
SHP	Shire Plc
SHRE	Share Plc
SHRS	Shires Income Plc
SHYG	Ishares Plc
SHYU	Ishares II Plc
SIA	Soco International Plc
SIG	Signet Jewelers Limited
SIGB	Sherborne Investors (Gue
SIGT	Seneca Global Income & G
SIHL	Symphony International Holdings Ld
SILE	UBS Ag
SILF	Silver Falcon Plc
SILG	UBS Ag
SILU	UBS Ag
SIM	Simigon Ltd.
SIME	ETFS Commodity Securities Limited
SINP	ETFS Foreign Exchange Limited
SINR	ETFS Foreign Exchange Limited
SIR	Secure Income REIT Plc
SIS	Science In Sport Plc
SIT	Sanditon Investment Trus
SITB	Ishares V Public Limited Company
SIV	St. Ives Plc
SIXH	600 Group Plc
SJG	Schroder Japan Growth Fund Plc
SJNK	SSGA SPDR ETFS Europe I
SJP3	ETFS Foreign Exchange Li
SJP5	Sg Issuer
SJPA	Ishares III Plc
SJPN	FTSE Shariah Japan 100 Index
SJPNU	FTSE Japan 100 Shariah Index USD
SJPP	ETFS Foreign Exchange Limited
SJPY	ETFS Foreign Exchange Limited
SKG	Smurfit Kappa Group Plc
SKGB	ETFS Foreign Exchange Limited
SKIP	Skipton Building Society
SKP	Skyepharma Plc
SKS	Shanks Group Plc
SKY	British Sky Broadcasting
SL	STANDARD LIFE PLC ORD GBP0.10
SL09	Sga Societe Generale Acc
SL12	Sga Societe Generale Acc
SL16	Sga Societe Generale Acc
SL21	Sga Societe Generale Acc
SL29	Sga Societe Generale Acc
SL33	SOCIETE GENERALE ACCEPTANCE NV PUT WTS 18/06/10(DJ INDL AVE)USD7000
SL35	SOCIETE GENERALE ACCEPTANCE NV CALL WTS 18/06/10(HANG SENG)HKD10000
SL36	SOCIETE GENERALE ACCEPTANCE NV CALL WTS 17/12/10(HANG SENG)HKD11000
SL47	SOCIETE GENERALE ACCEPTANCE NV PUT WTS 20/6/08 BARC E1 GBX600 C
